31.111111111111107, 2650
34.444444444444436, 2731.25
38.666666666666664, 2837.5000000000005
41.33333333333333, 2900.0000000000005
44, 2962.5000000000005
47.77777777777777, 3043.75
53.77777777777777, 3168.7500000000005
58.88888888888887, 3268.7500000000005
62.888888888888886, 3350
67.33333333333333, 3425.0000000000005
71.77777777777776, 3506.25
76.88888888888889, 3581.25
82.88888888888889, 3675
84.66666666666666, 3700
89.11111111111109, 3762.5
95.77777777777777, 3843.75
99.77777777777776, 3887.5
104.44444444444443, 3943.75
108.44444444444443, 3981.2500000000005
115.77777777777774, 4043.75
125.99999999999997, 4118.75
132.88888888888886, 4156.25
139.77777777777774, 4187.5
